News,MENTIONS,Company
6399,MENTIONS,0001111335
6406,MENTIONS,0000036966
6406,MENTIONS,
6420,MENTIONS,0000093410
6420,MENTIONS,0000077476
6420,MENTIONS,0000096021
6424,MENTIONS,0001525769
6426,MENTIONS,0001163165
6426,MENTIONS,0000821189
6432,MENTIONS,0000723125
6440,MENTIONS,0000008818
6440,MENTIONS,0001123360
6440,MENTIONS,0000049071
6443,MENTIONS,0001101302
6445,MENTIONS,0000919012
6447,MENTIONS,0000093389
6447,MENTIONS,0001116942
6459,MENTIONS,0000886982
6463,MENTIONS,0000796343
6559,MENTIONS,0001403161
6561,MENTIONS,0000040545
6563,MENTIONS,0000732717
6568,MENTIONS,0000882184
6568,MENTIONS,0000906163
6568,MENTIONS,0001067701
6582,MENTIONS,0001530950
6582,MENTIONS,0000100493
6590,MENTIONS,0001467373
6590,MENTIONS,0001045810
6590,MENTIONS,0001633917
6599,MENTIONS,
6603,MENTIONS,0001336920
6603,MENTIONS,0001014473
6615,MENTIONS,0001133421
6618,MENTIONS,0001069258
6619,MENTIONS,0000004904
6619,MENTIONS,0000100493
6628,MENTIONS,0000018230
6628,MENTIONS,0001472787
6628,MENTIONS,0000886982
6628,MENTIONS,0001126328
6643,MENTIONS,0000092122
6646,MENTIONS,0001043219
6646,MENTIONS,0000732717
6693,MENTIONS,0000093410
6693,MENTIONS,0000045012
6693,MENTIONS,0001296445
6695,MENTIONS,0001623925
6708,MENTIONS,0001108524
6723,MENTIONS,0001058090
6724,MENTIONS,0001472787
6724,MENTIONS,0001048695
6724,MENTIONS,0000097745
6737,MENTIONS,0001048477
6737,MENTIONS,0000939767
6748,MENTIONS,0001525769
6759,MENTIONS,0000875320
6762,MENTIONS,0001130310
6762,MENTIONS,0001121788
6772,MENTIONS,0000882184
6772,MENTIONS,0000021344
6772,MENTIONS,0000804328
6776,MENTIONS,0000813672
6776,MENTIONS,0000753308
6776,MENTIONS,0001318605
6776,MENTIONS,0000097476
6781,MENTIONS,0000016040
6781,MENTIONS,0000046765
6789,MENTIONS,0001744489
6791,MENTIONS,0001324424
6791,MENTIONS,0001800227
6803,MENTIONS,0000886982
6857,MENTIONS,0000050863
6857,MENTIONS,0000080661
6880,MENTIONS,0001097149
6880,MENTIONS,0000711404
6883,MENTIONS,0000886982
6885,MENTIONS,0000068505
6887,MENTIONS,0000769397
6889,MENTIONS,0001958086
6889,MENTIONS,0001005284
6906,MENTIONS,0001675149
6906,MENTIONS,0001163165
6906,MENTIONS,0001090012
6906,MENTIONS,0001285785
6912,MENTIONS,0001090012
6912,MENTIONS,0000723125
6912,MENTIONS,0000797468
6912,MENTIONS,0000027419
6912,MENTIONS,0000100493
6918,MENTIONS,0000753308
6918,MENTIONS,0001403161
6919,MENTIONS,0001611647
6926,MENTIONS,0001551152
6926,MENTIONS,0000093410
6926,MENTIONS,0000315189
6926,MENTIONS,0001569650
6935,MENTIONS,0001539838
6935,MENTIONS,0001520006
6935,MENTIONS,0000893538
6947,MENTIONS,0000006951
6947,MENTIONS,0001047127
6947,MENTIONS,0000014707
6948,MENTIONS,0001065088
6948,MENTIONS,0001633917
7008,MENTIONS,0001278027
7031,MENTIONS,0000002488
7031,MENTIONS,0000040545
7032,MENTIONS,0000049071
7039,MENTIONS,0000093410
7062,MENTIONS,0001579298
7062,MENTIONS,0000935703
7062,MENTIONS,0001403568
7068,MENTIONS,0000764478
7068,MENTIONS,0001579298
7068,MENTIONS,0001525769
7068,MENTIONS,0000901491
7069,MENTIONS,0001579298
7069,MENTIONS,0001525769
7072,MENTIONS,0000764478
7072,MENTIONS,0001579298
7072,MENTIONS,0001525769
7072,MENTIONS,0000901491
7075,MENTIONS,0001579298
7075,MENTIONS,0001089063
7075,MENTIONS,0000912615
7081,MENTIONS,0001800227
7085,MENTIONS,0001089063
7085,MENTIONS,0000871763
7091,MENTIONS,0001047862
7108,MENTIONS,0000320187
7108,MENTIONS,0001336917
7117,MENTIONS,0000820318
7120,MENTIONS,0001993004
7123,MENTIONS,0001463101
7130,MENTIONS,0001280452
7130,MENTIONS,0000097476
7130,MENTIONS,0000103730
7136,MENTIONS,0001590895
7136,MENTIONS,0000921738
7151,MENTIONS,0001575965
7151,MENTIONS,0001464423
7157,MENTIONS,0000935703
7157,MENTIONS,0000040545
7165,MENTIONS,0000007084
7165,MENTIONS,0000721371
7167,MENTIONS,0001611647
7167,MENTIONS,0001660134
7181,MENTIONS,0001029199
7213,MENTIONS,0001156375
7213,MENTIONS,0001045810
7231,MENTIONS,0001433270
7233,MENTIONS,0000732717
7247,MENTIONS,0000887596
7247,MENTIONS,0001050915
7250,MENTIONS,0000885639
7258,MENTIONS,0000831641
7262,MENTIONS,0000049071
7262,MENTIONS,0000070318
7267,MENTIONS,0000887733
7267,MENTIONS,0000737758
7287,MENTIONS,0000001800
7287,MENTIONS,0000882095
7287,MENTIONS,
7287,MENTIONS,0000104169
7289,MENTIONS,0001517175
7289,MENTIONS,0001286681
7295,MENTIONS,0000005272
7313,MENTIONS,0000789019
7313,MENTIONS,0001045810
7324,MENTIONS,0001002047
7333,MENTIONS,0001048695
7335,MENTIONS,0001596532
7337,MENTIONS,0001433270
7339,MENTIONS,0000860731
7346,MENTIONS,0001164727
7348,MENTIONS,0001048911
7348,MENTIONS,0001090727
7352,MENTIONS,0001393311
7372,MENTIONS,0001065088
7372,MENTIONS,0001633917
7388,MENTIONS,0000318154
7393,MENTIONS,0000007084
7393,MENTIONS,0000021665
7393,MENTIONS,0000040704
7393,MENTIONS,0000021344
7395,MENTIONS,0001133421
7398,MENTIONS,0000055785
7398,MENTIONS,0000066740
7398,MENTIONS,0001113169
7417,MENTIONS,0000001800
7422,MENTIONS,0000001800
7422,MENTIONS,0000066740
7435,MENTIONS,0000939767
7447,MENTIONS,0000006951
7447,MENTIONS,0000875045
7447,MENTIONS,0000077476
7447,MENTIONS,0000097476
7453,MENTIONS,0000891103
7455,MENTIONS,0000723125
7468,MENTIONS,0000040545
7468,MENTIONS,0000046080
7492,MENTIONS,0000764478
7503,MENTIONS,0001144980
7503,MENTIONS,0000944695
7520,MENTIONS,0001048911
7520,MENTIONS,0001090727
7520,MENTIONS,0001166003
7528,MENTIONS,0000936340
7528,MENTIONS,0000075677
7531,MENTIONS,0000885639
7531,MENTIONS,0000068505
7534,MENTIONS,0000827876
7534,MENTIONS,0000789019
7535,MENTIONS,0000796343
7535,MENTIONS,0001045810
7593,MENTIONS,0000723188
7593,MENTIONS,0000805676
7597,MENTIONS,0000850209
7597,MENTIONS,0000885639
7597,MENTIONS,0001336917
7601,MENTIONS,0001045810
7602,MENTIONS,0001045810
7602,MENTIONS,0001633917
7602,MENTIONS,0000875320
7603,MENTIONS,0000789019
7606,MENTIONS,0000004904
7606,MENTIONS,0001326160
7606,MENTIONS,0000753308
7612,MENTIONS,0000764478
7635,MENTIONS,0000923796
7635,MENTIONS,0000073309
7635,MENTIONS,0000109380
7637,MENTIONS,0000012927
7637,MENTIONS,0000105634
7637,MENTIONS,0001133421
7664,MENTIONS,0001108524
7664,MENTIONS,0001744489
7674,MENTIONS,0000834365
7685,MENTIONS,0001133421
7698,MENTIONS,0001099800
7703,MENTIONS,0000310158
7708,MENTIONS,0000827876
7710,MENTIONS,0000004977
7710,MENTIONS,
7710,MENTIONS,0000882835
7711,MENTIONS,0000700564
7714,MENTIONS,0000040545
7714,MENTIONS,0000732717
7723,MENTIONS,0000093410
7726,MENTIONS,0001571949
7736,MENTIONS,0001097149
7736,MENTIONS,0000019584
7745,MENTIONS,0001156375
7773,MENTIONS,0001636222
7796,MENTIONS,0000764478
7796,MENTIONS,0001575965
7796,MENTIONS,0000015615
7804,MENTIONS,0000310158
7804,MENTIONS,0001133421
7810,MENTIONS,0000789019
7810,MENTIONS,0001045810
7813,MENTIONS,0001633917
7829,MENTIONS,0000100517
7872,MENTIONS,0000789019
7874,MENTIONS,0001108524
7874,MENTIONS,0001045810
7876,MENTIONS,0000789019
7882,MENTIONS,0001133421
7899,MENTIONS,0000831001
7924,MENTIONS,0001792580
7936,MENTIONS,0000871763
7958,MENTIONS,0000320193
7958,MENTIONS,0001744489
7958,MENTIONS,0000789019
7958,MENTIONS,0001318605
7985,MENTIONS,0000093410
8019,MENTIONS,0000026172
8019,MENTIONS,0000034088
8026,MENTIONS,0000796343
8026,MENTIONS,0001108524
8026,MENTIONS,0000789019
8026,MENTIONS,0001045810
8026,MENTIONS,0001341439
8032,MENTIONS,0000040545
8046,MENTIONS,0001177609
8046,MENTIONS,0001639300
8052,MENTIONS,0001403161
8085,MENTIONS,0001463101
8087,MENTIONS,0001463101
8087,MENTIONS,0001561894
8087,MENTIONS,0001469367
8092,MENTIONS,0001064728
8099,MENTIONS,0000764478
8126,MENTIONS,0000033185
8126,MENTIONS,0000050863
8127,MENTIONS,0000033185
8128,MENTIONS,
8128,MENTIONS,0001633917
8128,MENTIONS,0001318605
8129,MENTIONS,0000320193
8132,MENTIONS,0000789019
8132,MENTIONS,0001045810
8149,MENTIONS,0001486957
8149,MENTIONS,0000202058
8152,MENTIONS,0000012927
8152,MENTIONS,0000202058
8166,MENTIONS,0001520006
8166,MENTIONS,0001035002
8235,MENTIONS,0000915913
8243,MENTIONS,0000093410
8249,MENTIONS,0001090012
8249,MENTIONS,0001463101
8249,MENTIONS,0000821189
8257,MENTIONS,0001163165
8257,MENTIONS,0000858470
8257,MENTIONS,0001090012
8257,MENTIONS,0000087347
8263,MENTIONS,0001166691
8293,MENTIONS,0001108524
8293,MENTIONS,0001045810
8293,MENTIONS,0001318605
8294,MENTIONS,0001065088
8294,MENTIONS,0001633917
8318,MENTIONS,0001296445
8323,MENTIONS,0001463101
8323,MENTIONS,0001318605
8409,MENTIONS,0001580808
8409,MENTIONS,0000050863
8441,MENTIONS,0001675149
8441,MENTIONS,0000018230
8441,MENTIONS,0001051470
8441,MENTIONS,0001350593
8441,MENTIONS,0001396009
8442,MENTIONS,0001053507
8442,MENTIONS,0000918646
8442,MENTIONS,0000073309
8445,MENTIONS,0001053507
8445,MENTIONS,0000018230
8445,MENTIONS,0000702165
8445,MENTIONS,0001396009
8478,MENTIONS,0000093410
8501,MENTIONS,0001091667
8501,MENTIONS,0001744489
8514,MENTIONS,0001326380
8529,MENTIONS,0000001800
8551,MENTIONS,0000093410
8551,MENTIONS,0000074303
8557,MENTIONS,0001163165
8557,MENTIONS,0000093410
8633,MENTIONS,0000886982
8659,MENTIONS,0000789019
8675,MENTIONS,0000919012
8675,MENTIONS,0000027419
8675,MENTIONS,0000109198
8705,MENTIONS,0000320193
8762,MENTIONS,0001413329
8799,MENTIONS,0000909832
8811,MENTIONS,0000320193
8811,MENTIONS,0001018724
8811,MENTIONS,0000789019
8841,MENTIONS,0001164727
8841,MENTIONS,0001133421
8848,MENTIONS,0000018230
8856,MENTIONS,0001463101
8856,MENTIONS,0000040545
8873,MENTIONS,0000012927
8873,MENTIONS,0000923796
8873,MENTIONS,0000034088
8895,MENTIONS,0000882095
8946,MENTIONS,0000021076
8946,MENTIONS,0000882095
8956,MENTIONS,0000320193
8956,MENTIONS,0001018724
8956,MENTIONS,0000764478
8956,MENTIONS,0001089063
8977,MENTIONS,0000093410
8998,MENTIONS,0001318605
9046,MENTIONS,0001108524
9089,MENTIONS,0001018724
9089,MENTIONS,0000789019
9092,MENTIONS,0000320193
9099,MENTIONS,0000002488
9099,MENTIONS,0001045810
9137,MENTIONS,0000037996
9137,MENTIONS,0001318605
9137,MENTIONS,0000100517
9139,MENTIONS,0001075531
9155,MENTIONS,0000936340
9155,MENTIONS,0000100493
9174,MENTIONS,0000804328
9231,MENTIONS,0001035201
9231,MENTIONS,0000066740
9240,MENTIONS,0000821026
9240,MENTIONS,0000835011
9281,MENTIONS,0001633917
9311,MENTIONS,0000766421
9355,MENTIONS,0000018230
9355,MENTIONS,0000012659
9355,MENTIONS,0000732717
9355,MENTIONS,0001396009
9376,MENTIONS,0000927628
9377,MENTIONS,0000753308
9394,MENTIONS,0000202058
9394,MENTIONS,0001133421
9409,MENTIONS,0000915913
9409,MENTIONS,0000753308
9442,MENTIONS,0000001800
9442,MENTIONS,0000007084
9442,MENTIONS,0000753308
9465,MENTIONS,0000001800
9465,MENTIONS,0000909832
9474,MENTIONS,0000074303
9474,MENTIONS,0000104169
9480,MENTIONS,0001108524
9480,MENTIONS,0001373715
9495,MENTIONS,0000006951
9495,MENTIONS,0001059556
9496,MENTIONS,0001403161
9498,MENTIONS,0000040545
9511,MENTIONS,0001043277
9520,MENTIONS,0001374310
9521,MENTIONS,0001283699
9526,MENTIONS,0001018724
9526,MENTIONS,0000789019
9532,MENTIONS,0000093410
9532,MENTIONS,0001539838
9539,MENTIONS,0001018724
9539,MENTIONS,0000789019
9544,MENTIONS,0000002488
9544,MENTIONS,0000789019
9544,MENTIONS,0001045810
9545,MENTIONS,0000002488
9545,MENTIONS,0000789019
9546,MENTIONS,0000789019
9548,MENTIONS,0001596532
9550,MENTIONS,0001018724
9550,MENTIONS,0000789019
9555,MENTIONS,0001018724
9561,MENTIONS,0000320193
9561,MENTIONS,0000789019
9586,MENTIONS,0000310158
9586,MENTIONS,0001336917
9587,MENTIONS,0001156375
9587,MENTIONS,0001045810
9590,MENTIONS,0000021344
9590,MENTIONS,0001341439
9590,MENTIONS,0001318605
9619,MENTIONS,0001070985
9619,MENTIONS,0000923796
9631,MENTIONS,0001075531
9631,MENTIONS,0000021344
9636,MENTIONS,0000007084
9636,MENTIONS,0000821026
9679,MENTIONS,0000732717
9683,MENTIONS,0000829224
9685,MENTIONS,0000764478
9685,MENTIONS,0000909832
9685,MENTIONS,0001744489
9685,MENTIONS,0000047217
9685,MENTIONS,0000021344
9685,MENTIONS,0000865752
9685,MENTIONS,0000077476
9685,MENTIONS,
9685,MENTIONS,0000104169
9687,MENTIONS,0000753308
9687,MENTIONS,0000092122
9703,MENTIONS,0001166691
9711,MENTIONS,0000006201
9724,MENTIONS,0001048911
9724,MENTIONS,0001090727
9732,MENTIONS,0001089063
9732,MENTIONS,0000310158
9732,MENTIONS,0001336917
9736,MENTIONS,0000789019
9746,MENTIONS,0000002488
9752,MENTIONS,0000831001
9769,MENTIONS,0001163165
9769,MENTIONS,0000093410
9777,MENTIONS,0001783180
9831,MENTIONS,0000866706
9878,MENTIONS,0001164727
9884,MENTIONS,0001331875
9884,MENTIONS,0000084246
9884,MENTIONS,0000086312
9941,MENTIONS,0000868857
9941,MENTIONS,0000067215
9941,MENTIONS,0000916076
9941,MENTIONS,0001396009
9944,MENTIONS,0000868857
9944,MENTIONS,0001370946
9955,MENTIONS,0000868857
10008,MENTIONS,0001018724
10008,MENTIONS,0000789019
10008,MENTIONS,0001045810
10008,MENTIONS,0001341439
10011,MENTIONS,0000796343
10011,MENTIONS,0001018724
10012,MENTIONS,0000789019
10016,MENTIONS,0000789019
10019,MENTIONS,0000789019
10022,MENTIONS,0000891103
10023,MENTIONS,0001045810
10024,MENTIONS,0001786352
10026,MENTIONS,0000789019
10026,MENTIONS,0001045810
10027,MENTIONS,0001045810
10030,MENTIONS,0000006951
10030,MENTIONS,0001341439
10030,MENTIONS,0000804328
10031,MENTIONS,0001045810
10032,MENTIONS,0000789019
10032,MENTIONS,0001526520
10036,MENTIONS,0000050863
10036,MENTIONS,0000789019
10036,MENTIONS,0001045810
10040,MENTIONS,0001018724
10040,MENTIONS,0000789019
10044,MENTIONS,0000002488
10051,MENTIONS,0000789019
10051,MENTIONS,0001341439
10052,MENTIONS,0000789019
10052,MENTIONS,0001045810
10059,MENTIONS,0000002488
10059,MENTIONS,0000789019
10059,MENTIONS,0001045810
10059,MENTIONS,0000917273
10060,MENTIONS,0000104169
10061,MENTIONS,0000320193
10072,MENTIONS,0001045810
10073,MENTIONS,0001018724
10073,MENTIONS,0000789019
10079,MENTIONS,0001045810
10083,MENTIONS,0000789019
10085,MENTIONS,0001045810
10086,MENTIONS,0000796343
10086,MENTIONS,0000789019
10091,MENTIONS,0000789019
10093,MENTIONS,0000789019
10094,MENTIONS,0000320193
10094,MENTIONS,0000789019
10095,MENTIONS,0000789019
10095,MENTIONS,0001318605
10097,MENTIONS,0000789019
10097,MENTIONS,0001318605
10098,MENTIONS,0000104169
10104,MENTIONS,0000005272
10104,MENTIONS,0001267238
10104,MENTIONS,0001400810
10104,MENTIONS,0000086312
10126,MENTIONS,0000005272
10134,MENTIONS,0001018724
10134,MENTIONS,0001108524
10135,MENTIONS,0000796343
10160,MENTIONS,0001326380
10239,MENTIONS,0000002488
10239,MENTIONS,0000050863
10239,MENTIONS,0001045810
10245,MENTIONS,0000002488
10245,MENTIONS,0000050863
10256,MENTIONS,0000002488
10269,MENTIONS,0000002488
10269,MENTIONS,0000050863
10269,MENTIONS,0001045810
10274,MENTIONS,0001037868
10274,MENTIONS,0000097210
10316,MENTIONS,0000789019
10319,MENTIONS,0000042888
10326,MENTIONS,0000104169
10327,MENTIONS,0000789019
10328,MENTIONS,0000789019
10328,MENTIONS,0001318605
10335,MENTIONS,0000001750
10335,MENTIONS,0000012927
10336,MENTIONS,0001487712
10346,MENTIONS,0000034088
10348,MENTIONS,0000034088
10349,MENTIONS,0001783180
10357,MENTIONS,0000831001
10357,MENTIONS,0000895421
10357,MENTIONS,0001113169
10358,MENTIONS,0000831001
10358,MENTIONS,0000886982
10358,MENTIONS,0000895421
10358,MENTIONS,0001113169
10364,MENTIONS,0000868857
10364,MENTIONS,0000908255
10364,MENTIONS,0001463101
10364,MENTIONS,0000066740
10364,MENTIONS,0000015615
10364,MENTIONS,0000732717
10364,MENTIONS,0000097745
10364,MENTIONS,0001111335
10364,MENTIONS,0000072971
10365,MENTIONS,0000093410
10366,MENTIONS,0000034088
10368,MENTIONS,0000012927
10369,MENTIONS,0000072971
10375,MENTIONS,0001163165
10375,MENTIONS,0000909832
10375,MENTIONS,0000093410
10375,MENTIONS,0001035002
10375,MENTIONS,0000072971
10375,MENTIONS,0000034088
10376,MENTIONS,0000034088
10378,MENTIONS,0001163165
10378,MENTIONS,0000821189
10378,MENTIONS,0001520006
10378,MENTIONS,0000797468
10384,MENTIONS,0000886982
10384,MENTIONS,0000895421
10388,MENTIONS,0000066740
10388,MENTIONS,0000093556
10391,MENTIONS,0000034088
10392,MENTIONS,0001318605
10404,MENTIONS,0000789019
10414,MENTIONS,0000885725
10414,MENTIONS,0000827052
10416,MENTIONS,0000831001
10423,MENTIONS,0001403161
10424,MENTIONS,0000310158
10433,MENTIONS,0000100517
10436,MENTIONS,0000310158
10436,MENTIONS,0000084748
10439,MENTIONS,0000001750
10439,MENTIONS,0000012927
10444,MENTIONS,0001163165
10444,MENTIONS,0000093410
10445,MENTIONS,0001374310
10445,MENTIONS,0001571949
10445,MENTIONS,0001120193
10446,MENTIONS,0001374310
10446,MENTIONS,0001571949
10446,MENTIONS,0001120193
10448,MENTIONS,0001318605
10454,MENTIONS,0000320193
10454,MENTIONS,0001318605
10460,MENTIONS,0000320193
10460,MENTIONS,0000789019
10462,MENTIONS,0001326380
10470,MENTIONS,0001390777
10470,MENTIONS,0000831001
10470,MENTIONS,0001120193
10471,MENTIONS,0000831001
10471,MENTIONS,0000895421
10472,MENTIONS,0000886982
10472,MENTIONS,0000895421
10475,MENTIONS,0000033213
10477,MENTIONS,0000093410
10477,MENTIONS,0000034088
10478,MENTIONS,0000012927
10480,MENTIONS,0000315293
10484,MENTIONS,0000040545
10484,MENTIONS,0000886982
10484,MENTIONS,0000100885
10484,MENTIONS,0000034088
10487,MENTIONS,0001326380
10491,MENTIONS,0001156375
10499,MENTIONS,0001467373
10499,MENTIONS,0001018724
10499,MENTIONS,0000851205
10499,MENTIONS,0000789019
10499,MENTIONS,0001045810
10501,MENTIONS,0001108524
10501,MENTIONS,0001403161
10502,MENTIONS,0001056288
10503,MENTIONS,0000310158
10507,MENTIONS,0001571949
10508,MENTIONS,0001781335
10509,MENTIONS,0001754301
10528,MENTIONS,0001048911
10528,MENTIONS,0000021344
10533,MENTIONS,0001744489
10533,MENTIONS,0001754301
10534,MENTIONS,0001056288
10534,MENTIONS,0001408198
10534,MENTIONS,0001318605
10535,MENTIONS,0001326380
10536,MENTIONS,0000895421
10536,MENTIONS,0001318605
10538,MENTIONS,0000915913
10539,MENTIONS,0001318605
10542,MENTIONS,0001374310
10547,MENTIONS,0000886982
10551,MENTIONS,0001163165
10552,MENTIONS,
10552,MENTIONS,0000034088
10557,MENTIONS,0000001750
10566,MENTIONS,0001326380
10568,MENTIONS,0000789019
10577,MENTIONS,0000831001
10578,MENTIONS,0000021344
10580,MENTIONS,0001124198
10581,MENTIONS,0001124198
10582,MENTIONS,0001390777
10582,MENTIONS,0000831001
10583,MENTIONS,0001018724
10583,MENTIONS,0000789019
10587,MENTIONS,0000935703
10587,MENTIONS,0000046080
10601,MENTIONS,0000895421
10602,MENTIONS,0001166691
10602,MENTIONS,0001744489
10602,MENTIONS,0001754301
10603,MENTIONS,0001166691
10603,MENTIONS,0001744489
10603,MENTIONS,0001754301
10606,MENTIONS,0001318605
10607,MENTIONS,0001341439
10613,MENTIONS,0001592386
10616,MENTIONS,0000202058
10616,MENTIONS,0001133421
10617,MENTIONS,0000034088
10619,MENTIONS,0001064728
10622,MENTIONS,0000886982
10622,MENTIONS,0000895421
10622,MENTIONS,0001626115
10623,MENTIONS,0000012927
10623,MENTIONS,0000026172
10623,MENTIONS,0000040545
10623,MENTIONS,0000066740
10633,MENTIONS,0000753308
10637,MENTIONS,0000012927
10637,MENTIONS,0001133421
10638,MENTIONS,0000831001
10638,MENTIONS,0000936528
10641,MENTIONS,0000012927
10646,MENTIONS,0001527166
10646,MENTIONS,0001113169
10647,MENTIONS,0000886982
10649,MENTIONS,0000886982
10651,MENTIONS,0001056288
10651,MENTIONS,0000077476
10653,MENTIONS,
10663,MENTIONS,0000885725
10663,MENTIONS,0001005757
10663,MENTIONS,0000077476
10663,MENTIONS,0000087347
10664,MENTIONS,0000796343
10664,MENTIONS,0001045810
10722,MENTIONS,0001318605
10748,MENTIONS,0000732717
10748,MENTIONS,0001283699
10781,MENTIONS,0001283699
10789,MENTIONS,0000732717
10808,MENTIONS,0000732717
10808,MENTIONS,0001283699
10815,MENTIONS,0000732717
10815,MENTIONS,0001283699
10849,MENTIONS,0001018724
10856,MENTIONS,0000080661
10856,MENTIONS,0000084246
10991,MENTIONS,0000001800
10991,MENTIONS,0000084748
11033,MENTIONS,0001050915
11039,MENTIONS,0000886982
11149,MENTIONS,0000810136
11218,MENTIONS,0000034088
11221,MENTIONS,0001166691
11221,MENTIONS,0001744489
11311,MENTIONS,0000796343
11389,MENTIONS,0000002488
11389,MENTIONS,0000050863
11400,MENTIONS,0000002488
11400,MENTIONS,0001045810
11442,MENTIONS,0000868857
11465,MENTIONS,0001133421
11474,MENTIONS,0001133421
11476,MENTIONS,0001133421
11478,MENTIONS,0001133421
11485,MENTIONS,0001133421
11494,MENTIONS,0001336920
11504,MENTIONS,0001004434
11529,MENTIONS,0001042046
11529,MENTIONS,0000004977
11529,MENTIONS,0000899051
11539,MENTIONS,0001744489
11551,MENTIONS,0001551152
11553,MENTIONS,0000886982
11585,MENTIONS,0000006201
11589,MENTIONS,0001403161
11606,MENTIONS,0000320193
11606,MENTIONS,0001318605
11607,MENTIONS,0000093410
11607,MENTIONS,0000034088
11655,MENTIONS,0001627223
11655,MENTIONS,0000072741
11655,MENTIONS,0000064996
11655,MENTIONS,0001049521
11655,MENTIONS,0001296445
11655,MENTIONS,0001137774
11655,MENTIONS,0000078128
11723,MENTIONS,0001048911
11735,MENTIONS,0001564708
11739,MENTIONS,0000764478
11739,MENTIONS,0000016732
11743,MENTIONS,0000899051
11745,MENTIONS,0000007084
11745,MENTIONS,0000008670
11745,MENTIONS,0000026172
11746,MENTIONS,0000726958
11749,MENTIONS,0000001750
11792,MENTIONS,0001487712
11847,MENTIONS,0000006201
11867,MENTIONS,0000012927
11875,MENTIONS,0000001750
11888,MENTIONS,0000001750
11888,MENTIONS,0000012927
11928,MENTIONS,0000001750
11937,MENTIONS,0000001750
11945,MENTIONS,0000001750
11974,MENTIONS,0000766421
11986,MENTIONS,0000793733
11990,MENTIONS,0000027904
11990,MENTIONS,0000100517
11992,MENTIONS,0000766421
11992,MENTIONS,0000100517
12008,MENTIONS,0000006201
12013,MENTIONS,0000766421
12014,MENTIONS,0000766421
12019,MENTIONS,0000006201
12019,MENTIONS,0000766421
12022,MENTIONS,0000006201
12024,MENTIONS,0000006201
12031,MENTIONS,0001362468
12031,MENTIONS,0000766421
12034,MENTIONS,0000006201
12036,MENTIONS,0000001750
12036,MENTIONS,0000093410
12036,MENTIONS,0000034088
12040,MENTIONS,0001597033
12054,MENTIONS,0001744489
12055,MENTIONS,0000006201
12055,MENTIONS,0001744489
12055,MENTIONS,0000100517
12056,MENTIONS,0000001750
12062,MENTIONS,0000006201
12063,MENTIONS,0000006201
12063,MENTIONS,0001744489
12067,MENTIONS,0000001750
12078,MENTIONS,0000882095
12079,MENTIONS,0001048911
12079,MENTIONS,0001090727
12080,MENTIONS,0001048911
12080,MENTIONS,0001090727
12081,MENTIONS,0001091667
12081,MENTIONS,0001166691
12081,MENTIONS,0000732717
12133,MENTIONS,0000766421
12135,MENTIONS,0000040211
12213,MENTIONS,0000915913
12213,MENTIONS,0001463101
12244,MENTIONS,0001675149
12244,MENTIONS,0000949157
12246,MENTIONS,0001675149
12307,MENTIONS,0001018724
12307,MENTIONS,0000789019
12308,MENTIONS,0001018724
12322,MENTIONS,0000789019
12394,MENTIONS,0001047127
12394,MENTIONS,0001336920
12404,MENTIONS,0000882095
12409,MENTIONS,0001794669
12435,MENTIONS,0001362468
12435,MENTIONS,0000040211
12435,MENTIONS,0000085961
12438,MENTIONS,0001362468
12441,MENTIONS,0001362468
12441,MENTIONS,0000793733
12523,MENTIONS,0000899051
12528,MENTIONS,0001267238
12528,MENTIONS,0000899051
12528,MENTIONS,0001400810
12535,MENTIONS,0000899051
12535,MENTIONS,0000018230
12535,MENTIONS,0000874766
12585,MENTIONS,0001018724
12585,MENTIONS,0001045810
12603,MENTIONS,0000732717
12603,MENTIONS,0001283699
12605,MENTIONS,0000732717
12614,MENTIONS,0000789019
12622,MENTIONS,0000320193
12622,MENTIONS,0000789019
12629,MENTIONS,0000789019
12631,MENTIONS,0000789019
12632,MENTIONS,0000831001
12639,MENTIONS,0000789019
12642,MENTIONS,0000789019
12651,MENTIONS,0000789019
12652,MENTIONS,0000789019
12664,MENTIONS,0001633917
12669,MENTIONS,0001013871
12674,MENTIONS,0001633917
12674,MENTIONS,0001403161
12675,MENTIONS,0001633917
12677,MENTIONS,0001463101
12687,MENTIONS,0000021344
12687,MENTIONS,0000077476
12694,MENTIONS,0000023217
12694,MENTIONS,0000063754
12695,MENTIONS,0001413329
12695,MENTIONS,0000100493
12713,MENTIONS,0001413329
12726,MENTIONS,0001042046
12726,MENTIONS,0001400810
12729,MENTIONS,0001547903
12729,MENTIONS,0001137774
12802,MENTIONS,0001018724
12813,MENTIONS,0001018724
12832,MENTIONS,0000886982
12840,MENTIONS,0001018724
12842,MENTIONS,0001018724
12870,MENTIONS,0001018724
12870,MENTIONS,0000797468
12873,MENTIONS,0000320187
12873,MENTIONS,0000077476
12875,MENTIONS,0000012927
12876,MENTIONS,0000012927
12877,MENTIONS,0001018724
12879,MENTIONS,0000050863
12895,MENTIONS,0001018724
12911,MENTIONS,0001018724
12912,MENTIONS,0001018724
12912,MENTIONS,0000789019
12914,MENTIONS,0001018724
12914,MENTIONS,0000789019
12927,MENTIONS,0000909832
12927,MENTIONS,0001590895
12927,MENTIONS,0001744489
12927,MENTIONS,0001794669
12927,MENTIONS,0001633917
12927,MENTIONS,0001403161
12927,MENTIONS,0000104169
