Event,IMPACTS,Company
2010_4,IMPACTS,0000093410
2016_7,IMPACTS,0000935703
2016_7,IMPACTS,0001403568
2008_3,IMPACTS,0000764478
2008_3,IMPACTS,0001579298
2008_3,IMPACTS,0001525769
2008_3,IMPACTS,0000901491
2012_5,IMPACTS,0000764478
2012_5,IMPACTS,0001579298
2012_5,IMPACTS,0001525769
2012_5,IMPACTS,0000901491
2016_11,IMPACTS,0001525769
2016_11,IMPACTS,0000901491
2001_2,IMPACTS,0001579298
2001_2,IMPACTS,0001089063
2001_2,IMPACTS,0000912615
2016_11,IMPACTS,0001089063
2016_11,IMPACTS,0000912615
2002_3,IMPACTS,0001800227
2016_11,IMPACTS,0000871763
2017_0,IMPACTS,0001047862
2017_0,IMPACTS,0001336917
2016_11,IMPACTS,0000820318
2016_11,IMPACTS,0001993004
2017_0,IMPACTS,0001993004
2021_5,IMPACTS,0001463101
2021_28,IMPACTS,0001280452
2021_28,IMPACTS,0000097476
2021_28,IMPACTS,0000103730
2020_29,IMPACTS,0001590895
2020_29,IMPACTS,0000921738
2016_11,IMPACTS,0001575965
2016_11,IMPACTS,0001464423
2020_29,IMPACTS,0000935703
2020_29,IMPACTS,0000040545
2023_23,IMPACTS,0000007084
2023_23,IMPACTS,0000721371
2020_29,IMPACTS,0001660134
2016_7,IMPACTS,0001029199
2022_5,IMPACTS,0001433270
2001_6,IMPACTS,0000732717
2012_5,IMPACTS,0000887596
2005_12,IMPACTS,0000885639
2016_11,IMPACTS,0000831641
2016_11,IMPACTS,0000887733
2016_11,IMPACTS,0000737758
2002_12,IMPACTS,0000001800
2006_6,IMPACTS,0001517175
2006_6,IMPACTS,0001286681
2001_2,IMPACTS,0000005272
2008_3,IMPACTS,0000005272
2016_11,IMPACTS,0000005272
2004_0,IMPACTS,0001002047
2016_11,IMPACTS,0001002047
2016_7,IMPACTS,0001048695
2016_7,IMPACTS,0001596532
2016_1,IMPACTS,0001433270
2022_39,IMPACTS,0000860731
2016_7,IMPACTS,0001164727
2016_7,IMPACTS,0001090727
2015_4,IMPACTS,0001393311
2001_2,IMPACTS,0000318154
2008_3,IMPACTS,0000318154
2012_5,IMPACTS,0000318154
2021_37,IMPACTS,0000021665
2021_37,IMPACTS,0000040704
2021_37,IMPACTS,0000021344
2001_7,IMPACTS,0001133421
2017_0,IMPACTS,0000055785
2017_0,IMPACTS,0000066740
2017_0,IMPACTS,0001113169
2016_11,IMPACTS,0000001800
2016_11,IMPACTS,0000066740
2017_8,IMPACTS,0000006951
2017_8,IMPACTS,0000875045
2017_8,IMPACTS,0000077476
2017_8,IMPACTS,0000097476
2006_4,IMPACTS,0000891103
2017_0,IMPACTS,0000891103
2006_4,IMPACTS,0000723125
2009_0,IMPACTS,0000040545
2009_0,IMPACTS,0000046080
2017_0,IMPACTS,0000764478
2022_9,IMPACTS,0001144980
2022_9,IMPACTS,0000944695
2022_5,IMPACTS,0001048911
2022_5,IMPACTS,0001090727
2022_5,IMPACTS,0001166003
2016_7,IMPACTS,0000936340
2016_7,IMPACTS,0000075677
2016_11,IMPACTS,0000885639
2016_11,IMPACTS,0000068505
2017_0,IMPACTS,0000885639
2017_0,IMPACTS,0000068505
2009_0,IMPACTS,0000827876
2017_0,IMPACTS,0000723188
2017_0,IMPACTS,0000805676
2018_1,IMPACTS,0000850209
2018_1,IMPACTS,0000885639
2018_1,IMPACTS,0001336917
2016_1,IMPACTS,0001633917
2016_1,IMPACTS,0000875320
2020_4,IMPACTS,0000004904
2020_4,IMPACTS,0001326160
2020_4,IMPACTS,0000753308
2008_3,IMPACTS,0000073309
2016_11,IMPACTS,0000073309
2017_0,IMPACTS,0000105634
2007_1,IMPACTS,0001108524
2007_1,IMPACTS,0001744489
2022_11,IMPACTS,0000834365
2016_7,IMPACTS,0001099800
2020_36,IMPACTS,0000310158
2022_35,IMPACTS,0000827876
2018_1,IMPACTS,0000004977
2018_1,IMPACTS,0000882835
2016_7,IMPACTS,0000700564
2016_7,IMPACTS,0000040545
2016_7,IMPACTS,0000732717
2002_3,IMPACTS,0001571949
2017_0,IMPACTS,0000019584
2006_4,IMPACTS,0001636222
2008_3,IMPACTS,0001575965
2008_3,IMPACTS,0000015615
2016_11,IMPACTS,0000015615
2008_3,IMPACTS,0000310158
2014_0,IMPACTS,0000831001
2014_0,IMPACTS,0001792580
2009_0,IMPACTS,0000871763
2007_1,IMPACTS,0000320193
2007_1,IMPACTS,0000789019
2007_1,IMPACTS,0001318605
2022_21,IMPACTS,0000320193
2022_21,IMPACTS,0001744489
2022_21,IMPACTS,0000789019
2022_21,IMPACTS,0001318605
2002_11,IMPACTS,0000026172
2002_11,IMPACTS,0000034088
2022_5,IMPACTS,0000026172
2018_4,IMPACTS,0001177609
2018_4,IMPACTS,0001639300
2012_5,IMPACTS,0001463101
2020_29,IMPACTS,0001463101
2021_35,IMPACTS,0001463101
2021_35,IMPACTS,0001561894
2021_35,IMPACTS,0001469367
2009_0,IMPACTS,0000764478
2009_0,IMPACTS,0000033185
2014_0,IMPACTS,0001486957
2014_0,IMPACTS,0000202058
2022_5,IMPACTS,0001486957
2022_5,IMPACTS,0000202058
2022_5,IMPACTS,0001035002
2008_3,IMPACTS,0000915913
2020_29,IMPACTS,0000915913
2022_5,IMPACTS,0001463101
2022_5,IMPACTS,0000858470
2021_5,IMPACTS,0001166691
2002_3,IMPACTS,0001108524
2005_1,IMPACTS,0001065088
2005_1,IMPACTS,0001633917
2021_35,IMPACTS,0001296445
2016_1,IMPACTS,0001463101
2021_1,IMPACTS,0001580808
2021_1,IMPACTS,0000050863
2021_5,IMPACTS,0001675149
2021_5,IMPACTS,0000018230
2021_5,IMPACTS,0001051470
2021_5,IMPACTS,0001350593
2021_5,IMPACTS,0001396009
2016_11,IMPACTS,0001053507
2016_11,IMPACTS,0000918646
2021_28,IMPACTS,0001053507
2021_28,IMPACTS,0000073309
2021_5,IMPACTS,0001053507
2021_5,IMPACTS,0000702165
2022_42,IMPACTS,0000093410
2006_4,IMPACTS,0001091667
2006_4,IMPACTS,0001744489
2002_3,IMPACTS,0001326380
2006_4,IMPACTS,0001326380
2022_11,IMPACTS,0000001800
2012_0,IMPACTS,0000093410
2012_0,IMPACTS,0000074303
2022_5,IMPACTS,0000074303
2023_23,IMPACTS,0000919012
2023_23,IMPACTS,0000027419
2023_23,IMPACTS,0000109198
2008_3,IMPACTS,0000909832
2015_6,IMPACTS,0000909832
2021_37,IMPACTS,0000909832
2001_8,IMPACTS,0000320193
2001_8,IMPACTS,0001018724
2001_8,IMPACTS,0000789019
2014_0,IMPACTS,0001164727
2022_5,IMPACTS,0001164727
2020_29,IMPACTS,0000018230
2002_3,IMPACTS,0001463101
2021_5,IMPACTS,0000012927
2021_5,IMPACTS,0000923796
2021_5,IMPACTS,0000034088
2008_3,IMPACTS,0000882095
2016_11,IMPACTS,0000882095
2007_2,IMPACTS,0000764478
2007_2,IMPACTS,0001089063
2020_29,IMPACTS,0000093410
2006_5,IMPACTS,0001318605
2006_4,IMPACTS,0000320193
2002_3,IMPACTS,0000002488
2002_3,IMPACTS,0000037996
2002_3,IMPACTS,0000100517
2014_0,IMPACTS,0001075531
2008_3,IMPACTS,0000804328
2017_0,IMPACTS,0000804328
2020_29,IMPACTS,0000804328
2021_5,IMPACTS,0000804328
2014_0,IMPACTS,0001035201
2017_0,IMPACTS,0000766421
2008_3,IMPACTS,0001396009
2016_11,IMPACTS,0000732717
2016_11,IMPACTS,0000927628
2017_0,IMPACTS,0000927628
2003_2,IMPACTS,0000202058
2020_1,IMPACTS,0000202058
2020_1,IMPACTS,0001133421
2021_5,IMPACTS,0000915913
2012_5,IMPACTS,0000001800
2012_5,IMPACTS,0000007084
2012_5,IMPACTS,0000909832
2012_5,IMPACTS,0000074303
2012_5,IMPACTS,0000104169
2021_5,IMPACTS,0000074303
2021_5,IMPACTS,0000104169
2006_4,IMPACTS,0001108524
2006_4,IMPACTS,0001373715
2008_3,IMPACTS,0000006951
2008_3,IMPACTS,0001059556
2020_29,IMPACTS,0000006951
2020_29,IMPACTS,0001059556
2008_3,IMPACTS,0000040545
2016_7,IMPACTS,0001043277
2006_4,IMPACTS,0001283699
2020_34,IMPACTS,0001018724
2020_34,IMPACTS,0000789019
2004_0,IMPACTS,0001018724
2004_0,IMPACTS,0000789019
2006_4,IMPACTS,0000310158
2006_4,IMPACTS,0001336917
2017_6,IMPACTS,0001336917
2002_3,IMPACTS,0000021344
2002_3,IMPACTS,0001341439
2017_0,IMPACTS,0001070985
2017_0,IMPACTS,0000923796
2016_7,IMPACTS,0001075531
2021_33,IMPACTS,0000732717
2014_0,IMPACTS,0000829224
2006_4,IMPACTS,0000764478
2006_4,IMPACTS,0000909832
2006_4,IMPACTS,0000047217
2006_4,IMPACTS,0000077476
2015_5,IMPACTS,0000753308
2015_5,IMPACTS,0000092122
2016_11,IMPACTS,0001048911
2017_6,IMPACTS,0001089063
2005_6,IMPACTS,0000831001
2016_11,IMPACTS,0001163165
2002_8,IMPACTS,0001783180
2018_4,IMPACTS,0000866706
2012_4,IMPACTS,0001331875
2012_4,IMPACTS,0000084246
2012_4,IMPACTS,0000086312
2022_5,IMPACTS,0000868857
2022_5,IMPACTS,0000067215
2022_5,IMPACTS,0000916076
2022_5,IMPACTS,0001396009
2014_0,IMPACTS,0000868857
2014_0,IMPACTS,0001370946
2022_5,IMPACTS,0001370946
2020_37,IMPACTS,0000868857
2022_39,IMPACTS,0000891103
2022_39,IMPACTS,0001786352
2022_39,IMPACTS,0001526520
2022_39,IMPACTS,0000917273
2022_39,IMPACTS,0000104169
2023_15,IMPACTS,0000104169
2023_23,IMPACTS,0001045810
2017_7,IMPACTS,0000005272
2017_7,IMPACTS,0001267238
2017_7,IMPACTS,0001400810
2017_7,IMPACTS,0000086312
2022_5,IMPACTS,0000005272
2009_0,IMPACTS,0001326380
2022_5,IMPACTS,0000002488
2006_10,IMPACTS,0000002488
2022_39,IMPACTS,0001037868
2022_39,IMPACTS,0000097210
2008_3,IMPACTS,0000042888
2021_5,IMPACTS,0000042888
2013_3,IMPACTS,0000104169
2001_6,IMPACTS,0000001750
2014_0,IMPACTS,0001487712
2022_5,IMPACTS,0001487712
2013_13,IMPACTS,0000034088
2014_0,IMPACTS,0001783180
2022_5,IMPACTS,0001783180
2014_0,IMPACTS,0000895421
2014_0,IMPACTS,0001113169
2022_5,IMPACTS,0000831001
2022_5,IMPACTS,0000895421
2022_5,IMPACTS,0001113169
2014_0,IMPACTS,0000886982
2021_37,IMPACTS,0000831001
2021_37,IMPACTS,0000886982
2021_37,IMPACTS,0000895421
2021_37,IMPACTS,0001113169
2020_29,IMPACTS,0000868857
2020_29,IMPACTS,0000908255
2020_29,IMPACTS,0000066740
2020_29,IMPACTS,0000015615
2020_29,IMPACTS,0000097745
2020_29,IMPACTS,0001111335
2020_29,IMPACTS,0000072971
2021_5,IMPACTS,0000093410
2020_29,IMPACTS,0000034088
2020_29,IMPACTS,0000012927
2014_0,IMPACTS,0000909832
2014_0,IMPACTS,0001035002
2014_0,IMPACTS,0000072971
2023_28,IMPACTS,0000034088
2022_5,IMPACTS,0000093556
2015_7,IMPACTS,0000034088
2021_35,IMPACTS,0000034088
2020_8,IMPACTS,0000885725
2020_8,IMPACTS,0000827052
2014_0,IMPACTS,0001403161
2022_5,IMPACTS,0001403161
2014_0,IMPACTS,0000310158
2022_5,IMPACTS,0000310158
2022_5,IMPACTS,0000100517
2014_0,IMPACTS,0000084748
2022_5,IMPACTS,0000084748
2008_3,IMPACTS,0000001750
2020_29,IMPACTS,0001374310
2020_29,IMPACTS,0001571949
2020_29,IMPACTS,0001120193
2002_3,IMPACTS,0000320193
2022_9,IMPACTS,0000320193
2020_34,IMPACTS,0000320193
2017_0,IMPACTS,0001326380
2014_0,IMPACTS,0001390777
2014_0,IMPACTS,0001120193
2022_5,IMPACTS,0001390777
2022_5,IMPACTS,0001120193
2022_5,IMPACTS,0000033213
2023_28,IMPACTS,0000315293
2020_8,IMPACTS,0000040545
2020_8,IMPACTS,0000886982
2020_8,IMPACTS,0000100885
2020_8,IMPACTS,0000034088
2022_39,IMPACTS,0001467373
2022_39,IMPACTS,0000851205
2016_11,IMPACTS,0001108524
2020_29,IMPACTS,0001108524
2022_21,IMPACTS,0001056288
2020_29,IMPACTS,0000310158
2021_37,IMPACTS,0001571949
2022_5,IMPACTS,0001571949
2023_7,IMPACTS,0001781335
2020_29,IMPACTS,0001754301
2020_8,IMPACTS,0001048911
2020_29,IMPACTS,0001744489
2002_3,IMPACTS,0001056288
2002_3,IMPACTS,0001408198
2022_9,IMPACTS,0001326380
2022_9,IMPACTS,0000895421
2002_3,IMPACTS,0000915913
2008_3,IMPACTS,0001374310
2022_1,IMPACTS,0000886982
2014_0,IMPACTS,
2022_5,IMPACTS,
2022_21,IMPACTS,0000001750
2022_25,IMPACTS,0001326380
2014_0,IMPACTS,0001124198
2022_5,IMPACTS,0001124198
2021_14,IMPACTS,0000935703
2021_14,IMPACTS,0000046080
2015_1,IMPACTS,0000895421
2021_24,IMPACTS,0000895421
2016_11,IMPACTS,0001744489
2016_11,IMPACTS,0001754301
2008_3,IMPACTS,0001744489
2008_3,IMPACTS,0001754301
2014_0,IMPACTS,0001592386
2015_6,IMPACTS,0001592386
2022_5,IMPACTS,0001592386
2016_11,IMPACTS,0000034088
2008_3,IMPACTS,0000895421
2008_3,IMPACTS,0001626115
2016_11,IMPACTS,0001626115
2020_29,IMPACTS,0000886982
2020_29,IMPACTS,0000895421
2020_29,IMPACTS,0001626115
2002_12,IMPACTS,0000012927
2002_12,IMPACTS,0000026172
2002_12,IMPACTS,0000040545
2002_12,IMPACTS,0000066740
2021_35,IMPACTS,0000753308
2022_5,IMPACTS,0000936528
2008_3,IMPACTS,0001527166
2008_3,IMPACTS,0001113169
2016_11,IMPACTS,0001527166
2016_11,IMPACTS,0001113169
2020_29,IMPACTS,0001527166
2020_29,IMPACTS,0001113169
2012_0,IMPACTS,0001056288
2012_0,IMPACTS,0000077476
2014_0,IMPACTS,0001056288
2014_0,IMPACTS,0000077476
2022_5,IMPACTS,0001056288
2022_5,IMPACTS,0000077476
2018_4,IMPACTS,0000885725
2018_4,IMPACTS,0001005757
2018_4,IMPACTS,0000077476
2018_4,IMPACTS,0000087347
2014_0,IMPACTS,0001045810
2022_5,IMPACTS,0000796343
2008_3,IMPACTS,0001283699
2016_2,IMPACTS,0000732717
2016_2,IMPACTS,0001283699
2012_4,IMPACTS,0001283699
2017_7,IMPACTS,0000732717
2017_7,IMPACTS,0001283699
2022_29,IMPACTS,0000080661
2022_29,IMPACTS,0000084246
2022_11,IMPACTS,0000084748
2012_4,IMPACTS,0001050915
2022_43,IMPACTS,0000886982
2022_39,IMPACTS,0000810136
2020_1,IMPACTS,0000002488
2020_1,IMPACTS,0000050863
2005_12,IMPACTS,0000868857
2013_13,IMPACTS,0001133421
2011_3,IMPACTS,0001133421
2008_3,IMPACTS,0001336920
2017_0,IMPACTS,0001336920
2016_7,IMPACTS,0001004434
2016_11,IMPACTS,0001042046
2016_11,IMPACTS,0000004977
2016_11,IMPACTS,0000899051
2007_2,IMPACTS,0001551152
2004_0,IMPACTS,0001403161
2022_1,IMPACTS,0000093410
2022_1,IMPACTS,0000034088
2020_29,IMPACTS,0001627223
2020_29,IMPACTS,0000072741
2020_29,IMPACTS,0000064996
2020_29,IMPACTS,0001049521
2020_29,IMPACTS,0001296445
2020_29,IMPACTS,0001137774
2020_29,IMPACTS,0000078128
2012_4,IMPACTS,0001048911
2004_0,IMPACTS,0000764478
2004_0,IMPACTS,0000016732
2012_4,IMPACTS,0000899051
2005_12,IMPACTS,0000007084
2005_12,IMPACTS,0000008670
2005_12,IMPACTS,0000026172
2012_4,IMPACTS,0000007084
2012_4,IMPACTS,0000008670
2012_4,IMPACTS,0000026172
2001_8,IMPACTS,0000726958
2007_2,IMPACTS,0000726958
2012_2,IMPACTS,0000726958
2012_6,IMPACTS,0000001750
2001_6,IMPACTS,0000006201
2018_4,IMPACTS,0000001750
2016_7,IMPACTS,0000001750
2020_4,IMPACTS,0000001750
2002_3,IMPACTS,0000001750
2016_11,IMPACTS,0000766421
2017_8,IMPACTS,0000793733
2022_29,IMPACTS,0000766421
2022_29,IMPACTS,0000100517
2014_0,IMPACTS,0000006201
2022_5,IMPACTS,0000006201
2016_2,IMPACTS,0000766421
2014_0,IMPACTS,0000766421
2022_5,IMPACTS,0000766421
2005_12,IMPACTS,0001362468
2005_12,IMPACTS,0000766421
2004_1,IMPACTS,0000006201
2015_7,IMPACTS,0000001750
2015_7,IMPACTS,0000093410
2014_0,IMPACTS,0001597033
2022_5,IMPACTS,0001597033
2022_29,IMPACTS,0001744489
2022_29,IMPACTS,0000006201
2014_0,IMPACTS,0001090727
2016_11,IMPACTS,0001091667
2017_0,IMPACTS,0001091667
2017_0,IMPACTS,0001166691
2016_6,IMPACTS,0000766421
2014_0,IMPACTS,0000040211
2005_3,IMPACTS,0000915913
2005_3,IMPACTS,0001463101
2013_13,IMPACTS,0001675149
2013_13,IMPACTS,0000949157
2022_5,IMPACTS,0000949157
2002_3,IMPACTS,0001794669
2022_29,IMPACTS,0001362468
2022_29,IMPACTS,0000040211
2022_29,IMPACTS,0000085961
2008_3,IMPACTS,0000899051
2005_12,IMPACTS,0001267238
2005_12,IMPACTS,0001400810
2012_4,IMPACTS,0000874766
2006_10,IMPACTS,0000732717
2006_10,IMPACTS,0001283699
2015_7,IMPACTS,0001013871
2002_3,IMPACTS,0001403161
2016_7,IMPACTS,0000077476
2016_7,IMPACTS,0000023217
2016_7,IMPACTS,0000063754
2017_7,IMPACTS,0001042046
2017_7,IMPACTS,0001547903
2017_7,IMPACTS,0001137774
2021_33,IMPACTS,0001018724
2020_19,IMPACTS,0000886982
2002_3,IMPACTS,0001018724
2015_7,IMPACTS,0001018724
2015_7,IMPACTS,0000797468
2020_8,IMPACTS,0000320187
2020_8,IMPACTS,0000077476
2021_33,IMPACTS,0000012927
2021_19,IMPACTS,0000012927
2020_8,IMPACTS,0000050863
2006_4,IMPACTS,0001590895
2006_4,IMPACTS,0001794669
2006_4,IMPACTS,0001403161
2020_37,IMPACTS,0000006201
2023_23,IMPACTS,0000006201
2014_0,IMPACTS,0001633917
2021_1,IMPACTS,0001751788
2021_5,IMPACTS,0000016732
2002_0,IMPACTS,0000039263
2001_8,IMPACTS,0000318154
2010_4,IMPACTS,0000034088
2009_0,IMPACTS,0001324424
2012_5,IMPACTS,0000070318
2015_6,IMPACTS,0000831001
2011_0,IMPACTS,0000072903
2010_4,IMPACTS,0001841666
2010_4,IMPACTS,0001163165
2016_11,IMPACTS,0000036104
2016_11,IMPACTS,0001433270
2016_11,IMPACTS,0000033213
2002_3,IMPACTS,0001283699
2012_4,IMPACTS,0000919012
2012_4,IMPACTS,0000912463
2014_0,IMPACTS,0001433270
2013_6,IMPACTS,0001841666
2020_8,IMPACTS,0000104169
2022_38,IMPACTS,0000320193
2001_8,IMPACTS,0001065088
2007_2,IMPACTS,0000002488
2007_2,IMPACTS,0000732717
2007_2,IMPACTS,0001120193
2016_7,IMPACTS,0000016160
2007_2,IMPACTS,0001283699
2007_2,IMPACTS,0001433270
2016_10,IMPACTS,0001109354
2016_10,IMPACTS,0000851205
2007_2,IMPACTS,0000047217
2002_12,IMPACTS,0000004127
2020_8,IMPACTS,0000320193
2021_32,IMPACTS,0000320193
2002_12,IMPACTS,0000024741
2001_8,IMPACTS,0001403161
2007_2,IMPACTS,0001065088
2007_2,IMPACTS,0001403161
2021_21,IMPACTS,0000050863
2007_2,IMPACTS,0001121788
2007_2,IMPACTS,0000006951
2001_8,IMPACTS,0000004127
2007_2,IMPACTS,0000004127
2015_3,IMPACTS,0000104169
2017_0,IMPACTS,0001341439
2014_0,IMPACTS,0000320187
2022_5,IMPACTS,0000793952
2022_5,IMPACTS,0000320187
2002_12,IMPACTS,0001604778
2012_4,IMPACTS,0000947484
2016_11,IMPACTS,0000004127
2016_11,IMPACTS,0000097476
2009_0,IMPACTS,0001722684
2021_39,IMPACTS,0001633917
2021_39,IMPACTS,0001722684
2017_0,IMPACTS,0001070412
2016_11,IMPACTS,0000106640
2017_0,IMPACTS,0000106640
2017_0,IMPACTS,0000072971
2022_11,IMPACTS,0000002488
2016_10,IMPACTS,0001109357
2016_10,IMPACTS,0000753308
2020_29,IMPACTS,0000026172
2008_3,IMPACTS,0001564708
2020_29,IMPACTS,0001564708
2001_12,IMPACTS,0001059556
2022_36,IMPACTS,0000001750
2014_0,IMPACTS,0000001750
2022_4,IMPACTS,0001403161
2020_29,IMPACTS,0001090727
2021_5,IMPACTS,0000040545
2021_33,IMPACTS,0001069258
2021_33,IMPACTS,0000864749
2021_24,IMPACTS,0000831001
2021_24,IMPACTS,0000093410
2021_24,IMPACTS,0000886982
2021_24,IMPACTS,
2023_23,IMPACTS,0000831001
2023_23,IMPACTS,0000886982
2012_0,IMPACTS,0000012927
2012_0,IMPACTS,0000034088
2008_3,IMPACTS,0001539838
2008_3,IMPACTS,0001040971
2020_29,IMPACTS,0000764478
2020_29,IMPACTS,0001539838
2020_29,IMPACTS,0001040971
2023_15,IMPACTS,0000897077
2023_15,IMPACTS,0000030625
2016_7,IMPACTS,0000012927
2016_11,IMPACTS,0001001250
2020_8,IMPACTS,0000023217
2014_0,IMPACTS,0000899051
2022_5,IMPACTS,0000899051
2002_12,IMPACTS,0000790051
2022_5,IMPACTS,0001047335
2015_7,IMPACTS,0000006201
2014_0,IMPACTS,0001442145
2022_5,IMPACTS,0001442145
2022_5,IMPACTS,0000790051
2014_0,IMPACTS,0000790051
2022_35,IMPACTS,0000790051
2021_32,IMPACTS,0000789019
2005_12,IMPACTS,0001158449
2002_3,IMPACTS,0000793952
2006_4,IMPACTS,0001158449
2006_4,IMPACTS,0000075362
2014_0,IMPACTS,0001521332
2014_0,IMPACTS,0000026172
2022_5,IMPACTS,0001521332
2021_35,IMPACTS,0001318605
2022_5,IMPACTS,0000769397
2011_2,IMPACTS,0000008670
2002_12,IMPACTS,0000036104
2018_1,IMPACTS,0000793733
2022_11,IMPACTS,0000097745
2022_11,IMPACTS,0001428336
2022_5,IMPACTS,0001018963
2016_7,IMPACTS,0001127703
2010_4,IMPACTS,0000884614
2010_4,IMPACTS,0000045012
2010_4,IMPACTS,0001393311
2022_5,IMPACTS,0000893538
2023_23,IMPACTS,0001520006
2016_7,IMPACTS,0001166003
2010_4,IMPACTS,
2022_5,IMPACTS,0000742278
2010_4,IMPACTS,0000046765
2010_4,IMPACTS,0001021860
2022_29,IMPACTS,0000315852
2021_39,IMPACTS,0000104169
2020_25,IMPACTS,0001646972
2020_25,IMPACTS,0000820313
2020_25,IMPACTS,0001219601
2020_25,IMPACTS,0001525769
2020_25,IMPACTS,
2020_25,IMPACTS,0000086312
2020_29,IMPACTS,0001551152
2020_29,IMPACTS,0000875045
2020_29,IMPACTS,0000021665
2020_29,IMPACTS,0001163165
2020_29,IMPACTS,0000920522
2020_29,IMPACTS,0001575965
2020_29,IMPACTS,0000842162
2020_29,IMPACTS,0000851968
2020_29,IMPACTS,0000943819
2020_29,IMPACTS,0000893538
2020_29,IMPACTS,0000875320
2021_5,IMPACTS,0001097149
2021_5,IMPACTS,0001841666
2021_5,IMPACTS,0000020212
2021_5,IMPACTS,0001590895
2021_5,IMPACTS,0001744489
2021_5,IMPACTS,0001326380
2021_5,IMPACTS,0000917520
2021_5,IMPACTS,0000050863
2021_5,IMPACTS,0001757073
2021_5,IMPACTS,0000946581
2002_3,IMPACTS,0001024305
2002_3,IMPACTS,0000882095
2020_8,IMPACTS,0000820318
2020_8,IMPACTS,0000797468
2020_8,IMPACTS,0001403161
2004_0,IMPACTS,0001297184
2004_0,IMPACTS,0000012927
2004_0,IMPACTS,0000712515
2004_0,IMPACTS,0000091440
2004_0,IMPACTS,0001706431
2020_16,IMPACTS,0000005272
2020_16,IMPACTS,0000002488
2020_16,IMPACTS,0001527166
2020_16,IMPACTS,0001285785
2020_16,IMPACTS,0001037038
2020_16,IMPACTS,0001665918
2020_29,IMPACTS,0001596532
2020_29,IMPACTS,0000010456
2020_29,IMPACTS,0001324404
2020_29,IMPACTS,0001109357
2020_29,IMPACTS,0000049071
2020_29,IMPACTS,0000058492
2020_29,IMPACTS,0001285785
2020_29,IMPACTS,0000096021
2020_29,IMPACTS,0000877212
2006_4,IMPACTS,0001551152
2006_4,IMPACTS,0000021665
2006_4,IMPACTS,0000021076
2006_4,IMPACTS,0000093410
2006_4,IMPACTS,0001000228
2006_4,IMPACTS,0000814453
2006_4,IMPACTS,0000821483
2016_11,IMPACTS,0000021665
2016_11,IMPACTS,0000021076
2016_11,IMPACTS,0001000228
2016_11,IMPACTS,0000814453
2016_11,IMPACTS,0000821483
2006_4,IMPACTS,0001024305
2020_29,IMPACTS,0000001800
2020_29,IMPACTS,0000004904
2020_29,IMPACTS,0001841666
2020_29,IMPACTS,0000045012
2020_29,IMPACTS,0000046080
2020_29,IMPACTS,0000797468
2020_29,IMPACTS,
2020_29,IMPACTS,0000087347
2020_32,IMPACTS,0000875045
2020_32,IMPACTS,0001120193
2020_32,IMPACTS,0000091440
2004_0,IMPACTS,0001590895
2004_0,IMPACTS,0001326160
2004_0,IMPACTS,0000723125
2004_0,IMPACTS,0000704532
2020_29,IMPACTS,0001326160
2020_29,IMPACTS,0000723125
2020_29,IMPACTS,0000704532
2020_16,IMPACTS,0001711269
2020_16,IMPACTS,0000313143
2020_16,IMPACTS,0000899689
2006_4,IMPACTS,0001616862
2006_4,IMPACTS,0001783180
2006_4,IMPACTS,0000927628
2006_4,IMPACTS,0000933136
2006_4,IMPACTS,0000033213
2006_4,IMPACTS,0000916076
2006_4,IMPACTS,0001781335
2006_4,IMPACTS,0000100493
2006_4,IMPACTS,0001465740
2008_3,IMPACTS,0000821026
2008_3,IMPACTS,0000875045
2008_3,IMPACTS,0000317540
2008_3,IMPACTS,0001463101
2008_3,IMPACTS,0001356576
2008_3,IMPACTS,0000030697
2020_29,IMPACTS,0000821026
2020_29,IMPACTS,0001739940
2020_29,IMPACTS,0000317540
2020_29,IMPACTS,0001356576
2020_29,IMPACTS,0000030697
2020_29,IMPACTS,0000109380
2016_11,IMPACTS,0001596532
2016_11,IMPACTS,0001841666
2016_11,IMPACTS,0001324404
2016_11,IMPACTS,0001109357
2016_11,IMPACTS,0000058492
2016_11,IMPACTS,0000927653
2016_11,IMPACTS,0001285785
2016_11,IMPACTS,0000877212
2020_29,IMPACTS,0000882095
2020_29,IMPACTS,0000927653
2017_0,IMPACTS,0001596532
2017_0,IMPACTS,0000010456
2017_0,IMPACTS,0000875045
2017_0,IMPACTS,0001048477
2017_0,IMPACTS,0001324404
2017_0,IMPACTS,0000032604
2017_0,IMPACTS,0001551182
2017_0,IMPACTS,0001109357
2017_0,IMPACTS,0001408710
2017_0,IMPACTS,0001754301
2017_0,IMPACTS,0000882095
2017_0,IMPACTS,0000886982
2017_0,IMPACTS,0000058492
2017_0,IMPACTS,0000927653
2017_0,IMPACTS,0001285785
2017_0,IMPACTS,0000895421
2017_0,IMPACTS,0000877212
2020_29,IMPACTS,0000882184
2020_29,IMPACTS,0000916076
2020_29,IMPACTS,0000036270
2020_29,IMPACTS,0000822416
2020_29,IMPACTS,0001561680
2012_5,IMPACTS,0000005272
2012_5,IMPACTS,0000882184
2012_5,IMPACTS,
2012_5,IMPACTS,0000712515
2012_5,IMPACTS,0000030625
2012_5,IMPACTS,0000822416
2012_5,IMPACTS,0001469367
2012_5,IMPACTS,0001283699
2012_5,IMPACTS,0000794170
2012_5,IMPACTS,0001561680
2008_3,IMPACTS,0001024305
2008_3,IMPACTS,0000882184
2008_3,IMPACTS,0000712515
